address,name,signature
13436872,DelegateFactory.NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_Event$$.ctor,"void DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_Event___ctor (DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_Event_o* __this, LuaInterface_LuaFunction_o* func, LuaInterface_LuaTable_o* self, const MethodInfo* method);"
13436880,DelegateFactory.NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_Event$$Call,"void DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_Event__Call (DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_Event_o* __this, System_String_o* param0, System_String_o* param1, System_String_o* param2, uint32_t param3, const MethodInfo* method);"
13437064,DelegateFactory.NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_Event$$CallWithSelf,"void DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_Event__CallWithSelf (DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_Event_o* __this, System_String_o* param0, System_String_o* param1, System_String_o* param2, uint32_t param3, const MethodInfo* method);"
13437268,DelegateFactory.NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_Event$$.ctor,"void DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_Event___ctor (DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_Event_o* __this, LuaInterface_LuaFunction_o* func, const MethodInfo* method);"
13437276,DelegateFactory.NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_Event$$.ctor,"void DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_Event___ctor (DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_Event_o* __this, LuaInterface_LuaFunction_o* func, LuaInterface_LuaTable_o* self, const MethodInfo* method);"
13437284,DelegateFactory.NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_Event$$Call,"void DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_Event__Call (DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_Event_o* __this, uint32_t param0, uint32_t param1, float param2, float param3, const MethodInfo* method);"
13437468,DelegateFactory.NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_Event$$CallWithSelf,"void DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_Event__CallWithSelf (DelegateFactory_NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_Event_o* __this, uint32_t param0, uint32_t param1, float param2, float param3, const MethodInfo* method);"
13441564,DelegateFactory.<>c$$<NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate>b__426_0,"void DelegateFactory___c___NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_b__426_0 (DelegateFactory___c_o* __this, System_String_o* param0, System_String_o* param1, System_String_o* param2, uint32_t param3, const MethodInfo* method);"
13441568,DelegateFactory.<>c$$<NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate>b__430_0,"void DelegateFactory___c___NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_b__430_0 (DelegateFactory___c_o* __this, uint32_t param0, uint32_t param1, float param2, float param3, const MethodInfo* method);"
13753244,Helpers_ResourceHelperWrap$$GetNetworkReachability,"int32_t Helpers_ResourceHelperWrap__GetNetworkReachability (intptr_t L, const MethodInfo* method);"
14053204,LuaBinder$$NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate,"int32_t LuaBinder__NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate (intptr_t L, const MethodInfo* method);"
14053732,LuaBinder$$NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate,"int32_t LuaBinder__NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate (intptr_t L, const MethodInfo* method);"
14295728,Lua_NetworkHelperWrap$$InitNetWorkProtocolParser,"int32_t Lua_NetworkHelperWrap__InitNetWorkProtocolParser (intptr_t L, const MethodInfo* method);"
14296016,Lua_NetworkHelperWrap$$Disconnect,"int32_t Lua_NetworkHelperWrap__Disconnect (intptr_t L, const MethodInfo* method);"
14296368,Lua_NetworkHelperWrap$$Connect,"int32_t Lua_NetworkHelperWrap__Connect (intptr_t L, const MethodInfo* method);"
14297072,Lua_NetworkHelperWrap$$SetOnSocketCommunicateDelegate,"int32_t Lua_NetworkHelperWrap__SetOnSocketCommunicateDelegate (intptr_t L, const MethodInfo* method);"
14297444,Lua_NetworkHelperWrap$$SetOnSocketErrorEventDelegate,"int32_t Lua_NetworkHelperWrap__SetOnSocketErrorEventDelegate (intptr_t L, const MethodInfo* method);"
14297796,Lua_NetworkHelperWrap$$SetOnSocketTimeoutDelegate,"int32_t Lua_NetworkHelperWrap__SetOnSocketTimeoutDelegate (intptr_t L, const MethodInfo* method);"
14298148,Lua_NetworkHelperWrap$$Ping,"int32_t Lua_NetworkHelperWrap__Ping (intptr_t L, const MethodInfo* method);"
14298676,Lua_NetworkHelperWrap$$SendSelf,"int32_t Lua_NetworkHelperWrap__SendSelf (intptr_t L, const MethodInfo* method);"
14299056,Lua_NetworkHelperWrap$$Send,"int32_t Lua_NetworkHelperWrap__Send (intptr_t L, const MethodInfo* method);"
14299436,Lua_NetworkHelperWrap$$GetNetPacket,"int32_t Lua_NetworkHelperWrap__GetNetPacket (intptr_t L, const MethodInfo* method);"
14299848,Lua_NetworkHelperWrap$$GetCurrentInternetReachability,"int32_t Lua_NetworkHelperWrap__GetCurrentInternetReachability (intptr_t L, const MethodInfo* method);"
14300180,Lua_NetworkHelperWrap$$SetWWWDownload,"int32_t Lua_NetworkHelperWrap__SetWWWDownload (intptr_t L, const MethodInfo* method);"
14300576,Lua_NetworkHelperWrap$$GetIPAddress,"int32_t Lua_NetworkHelperWrap__GetIPAddress (intptr_t L, const MethodInfo* method);"
14300952,Lua_NetworkHelperWrap$$Register,"void Lua_NetworkHelperWrap__Register (LuaInterface_LuaState_o* L, const MethodInfo* method);"
14302272,Lua_NetworkHelperWrap$$.ctor,"void Lua_NetworkHelperWrap___ctor (Lua_NetworkHelperWrap_o* __this, const MethodInfo* method);"
15345024,WXInterfaceWrap$$GetNetworkType,"int32_t WXInterfaceWrap__GetNetworkType (intptr_t L, const MethodInfo* method);"
15699964,LuaClient$$LuaOpen_Socket_Core,"int32_t LuaClient__LuaOpen_Socket_Core (intptr_t L, const MethodInfo* method);"
15700748,LuaClient$$OpenLuaSocket,"void LuaClient__OpenLuaSocket (LuaClient_o* __this, const MethodInfo* method);"
17075856,GameLogic.NetworkDisplayer$$Awake,"void GameLogic_NetworkDisplayer__Awake (GameLogic_NetworkDisplayer_o* __this, const MethodInfo* method);"
17075964,GameLogic.NetworkDisplayer$$.ctor,"void GameLogic_NetworkDisplayer___ctor (GameLogic_NetworkDisplayer_o* __this, const MethodInfo* method);"
17147064,NetWorkUnit.NetWorkProtocolParser$$CreateNetPacket,"int32_t NetWorkUnit_NetWorkProtocolParser__CreateNetPacket (intptr_t L, const MethodInfo* method);"
17147220,NetWorkUnit.NetWorkProtocolParser$$SendNetPacket,"int32_t NetWorkUnit_NetWorkProtocolParser__SendNetPacket (intptr_t L, const MethodInfo* method);"
17147340,NetWorkUnit.NetWorkProtocolParser$$.ctor,"void NetWorkUnit_NetWorkProtocolParser___ctor (NetWorkUnit_NetWorkProtocolParser_o* __this, const MethodInfo* method);"
17147828,NetWorkUnit.NetWorkProtocolParser$$get_netWorkProtocolInfo,"NetWorkUnit_NetWorkProtocolParser_NetWorkProtocolInfo_o* NetWorkUnit_NetWorkProtocolParser__get_netWorkProtocolInfo (NetWorkUnit_NetWorkProtocolParser_o* __this, const MethodInfo* method);"
17147836,NetWorkUnit.NetWorkProtocolParser$$ParseOnePass,"bool NetWorkUnit_NetWorkProtocolParser__ParseOnePass (NetWorkUnit_NetWorkProtocolParser_o* __this, int32_t sid, int32_t pid, NetWorkUnit_NetPacket_o* packet, const MethodInfo* method);"
17148976,NetWorkUnit.NetWorkProtocolParser$$Do_SendToLua,"void NetWorkUnit_NetWorkProtocolParser__Do_SendToLua (NetWorkUnit_NetWorkProtocolParser_o* __this, int32_t sid, int32_t pid, LuaInterface_LuaFunction_o* func, const MethodInfo* method);"
17149080,NetWorkUnit.NetWorkProtocolParser$$RecvOnePass,"bool NetWorkUnit_NetWorkProtocolParser__RecvOnePass (NetWorkUnit_NetWorkProtocolParser_o* __this, int32_t sid, int32_t pid, NetWorkUnit_NetPacket_o* packet, NetWorkUnit_NetWorkProtocolParser_PFunction_o* f, bool naming, LuaInterface_LuaFunction_o* func, int32_t* argIndex, bool checkPacket, const MethodInfo* method);"
17152304,NetWorkUnit.NetWorkProtocolParser$$LuaState_SetTable,"void NetWorkUnit_NetWorkProtocolParser__LuaState_SetTable (NetWorkUnit_NetWorkProtocolParser_o* __this, bool naming, int32_t i, const MethodInfo* method);"
17152360,NetWorkUnit.NetWorkProtocolParser$$CheckPackIsReadAll,"void NetWorkUnit_NetWorkProtocolParser__CheckPackIsReadAll (NetWorkUnit_NetWorkProtocolParser_o* __this, NetWorkUnit_NetPacket_o* packet, const MethodInfo* method);"
17152912,NetWorkUnit.NetWorkProtocolParser$$GetStructName,"System_String_o* NetWorkUnit_NetWorkProtocolParser__GetStructName (NetWorkUnit_NetWorkProtocolParser_o* __this, int32_t typeid, const MethodInfo* method);"
17152940,NetWorkUnit.NetWorkProtocolParser$$ParseReadArrayOnePass,"bool NetWorkUnit_NetWorkProtocolParser__ParseReadArrayOnePass (NetWorkUnit_NetWorkProtocolParser_o* __this, int32_t sid, int32_t pid, NetWorkUnit_NetPacket_o* packet, int32_t lastarraycount, NetWorkUnit_NetWorkProtocolParser_ProtocelParams_o* arg, const MethodInfo* method);"
17154352,NetWorkUnit.NetWorkProtocolParser$$ParseVariableAttr,"void NetWorkUnit_NetWorkProtocolParser__ParseVariableAttr (NetWorkUnit_NetWorkProtocolParser_o* __this, int32_t sid, int32_t pid, NetWorkUnit_NetPacket_o* packet, int32_t lastarraycount, NetWorkUnit_NetWorkProtocolParser_PFunction_o* _var_struct, const MethodInfo* method);"
17154752,NetWorkUnit.NetWorkProtocolParser$$Init,"void NetWorkUnit_NetWorkProtocolParser__Init (NetWorkUnit_NetWorkProtocolParser_o* __this, const MethodInfo* method);"
17154996,NetWorkUnit.NetworkManager$$get_Instance,NetWorkUnit_NetworkManager_o* NetWorkUnit_NetworkManager__get_Instance (const MethodInfo* method);
17155140,NetWorkUnit.NetworkManagerBase.OnSocketReceviePacketDelegate$$.ctor,"void NetWorkUnit_NetworkManagerBase_OnSocketReceviePacketDelegate___ctor (NetWorkUnit_NetworkManagerBase_OnSocketReceviePacketDelegate_o* __this, Il2CppObject* object, intptr_t method, const MethodInfo* method);"
17155336,NetWorkUnit.NetWorkProtocolParser$$OnLuaQuit,"void NetWorkUnit_NetWorkProtocolParser__OnLuaQuit (NetWorkUnit_NetWorkProtocolParser_o* __this, const MethodInfo* method);"
17155448,NetWorkUnit.NetWorkProtocolParser$$Parse,"bool NetWorkUnit_NetWorkProtocolParser__Parse (NetWorkUnit_NetWorkProtocolParser_o* __this, int32_t sid, int32_t pid, NetWorkUnit_NetPacket_o* packet, bool* IsExpensivePacket, const MethodInfo* method);"
17156008,NetWorkUnit.NetworkManagerBase$$ShouldProtocolHandleByCSharp,"bool NetWorkUnit_NetworkManagerBase__ShouldProtocolHandleByCSharp (NetWorkUnit_NetworkManagerBase_o* __this, int32_t sysID, int32_t funcID, const MethodInfo* method);"
17156016,NetWorkUnit.NetWorkProtocolParser$$Load,"void NetWorkUnit_NetWorkProtocolParser__Load (NetWorkUnit_NetWorkProtocolParser_o* __this, System_String_o* fileName, const MethodInfo* method);"
17156248,NetWorkUnit.NetWorkProtocolParser.NetWorkProtocolInfo$$CreateNetWorkProtocolInfo,"NetWorkUnit_NetWorkProtocolParser_NetWorkProtocolInfo_o* NetWorkUnit_NetWorkProtocolParser_NetWorkProtocolInfo__CreateNetWorkProtocolInfo (ConfigData_RawFile_o* rawFile, const MethodInfo* method);"
17158276,NetWorkUnit.NetWorkProtocolParser$$stackDump,"void NetWorkUnit_NetWorkProtocolParser__stackDump (intptr_t L, NetWorkUnit_NetWorkProtocolParser_LogFormatDelegate_o* logDelegate, const MethodInfo* method);"
17160044,NetWorkUnit.NetWorkProtocolParser.LogFormatDelegate$$.ctor,"void NetWorkUnit_NetWorkProtocolParser_LogFormatDelegate___ctor (NetWorkUnit_NetWorkProtocolParser_LogFormatDelegate_o* __this, Il2CppObject* object, intptr_t method, const MethodInfo* method);"
17160260,NetWorkUnit.NetWorkProtocolParser$$LogErrWrite,"void NetWorkUnit_NetWorkProtocolParser__LogErrWrite (NetWorkUnit_NetWorkProtocolParser_o* __this, int32_t luatype, NetWorkUnit_NetPacket_o* pack, int32_t param_index, NetWorkUnit_NetWorkProtocolParser_ProtocelParams_o* param, int32_t expected, const MethodInfo* method);"
17160920,NetWorkUnit.NetWorkProtocolParser$$Write,"bool NetWorkUnit_NetWorkProtocolParser__Write (NetWorkUnit_NetWorkProtocolParser_o* __this, intptr_t L, NetWorkUnit_NetPacket_o* pack, int32_t param_index, NetWorkUnit_NetWorkProtocolParser_ProtocelParams_o* param, const MethodInfo* method);"
17163920,NetWorkUnit.NetWorkProtocolParser.ProtocelParams$$.ctor,"void NetWorkUnit_NetWorkProtocolParser_ProtocelParams___ctor (NetWorkUnit_NetWorkProtocolParser_ProtocelParams_o* __this, const MethodInfo* method);"
17164000,NetWorkUnit.NetWorkProtocolParser$$_CreateNetPacketNoParams,"NetWorkUnit_NetPacket_o* NetWorkUnit_NetWorkProtocolParser___CreateNetPacketNoParams (NetWorkUnit_NetWorkProtocolParser_o* __this, intptr_t L, const MethodInfo* method);"
17164884,NetWorkUnit.NetworkManagerBase$$CreatePacket,"NetWorkUnit_NetPacket_o* NetWorkUnit_NetworkManagerBase__CreatePacket (NetWorkUnit_NetworkManagerBase_o* __this, uint8_t sysId, uint8_t msgId, int32_t index, const MethodInfo* method);"
17164912,NetWorkUnit.NetWorkProtocolParser$$_CreateNetPacketNumber,"NetWorkUnit_NetPacket_o* NetWorkUnit_NetWorkProtocolParser___CreateNetPacketNumber (NetWorkUnit_NetWorkProtocolParser_o* __this, intptr_t L, const MethodInfo* method);"
17165484,NetWorkUnit.NetWorkProtocolParser$$_CreateNetPacket,"NetWorkUnit_NetPacket_o* NetWorkUnit_NetWorkProtocolParser___CreateNetPacket (NetWorkUnit_NetWorkProtocolParser_o* __this, intptr_t L, const MethodInfo* method);"
17167384,NetWorkUnit.NetworkManagerBase$$SendPacket,"void NetWorkUnit_NetworkManagerBase__SendPacket (NetWorkUnit_NetworkManagerBase_o* __this, NetWorkUnit_NetPacket_o* packet, int32_t index, const MethodInfo* method);"
17167424,NetWorkUnit.NetWorkProtocolParser.NetWorkProtocolInfo$$CreatePFunction,"System_Collections_Generic_Dictionary_int__NetWorkProtocolParser_PFunction__o* NetWorkUnit_NetWorkProtocolParser_NetWorkProtocolInfo__CreatePFunction (NetWorkUnit_NetWorkProtocolParser_NetWorkProtocolInfo_o* info, ConfigData_RawFile_o* rawFile, int32_t parentKey, const MethodInfo* method);"
17168540,NetWorkUnit.NetWorkProtocolParser.PFunction$$.ctor,"void NetWorkUnit_NetWorkProtocolParser_PFunction___ctor (NetWorkUnit_NetWorkProtocolParser_PFunction_o* __this, const MethodInfo* method);"
17168620,NetWorkUnit.NetWorkProtocolParser.ProtocelSkipParams$$.ctor,"void NetWorkUnit_NetWorkProtocolParser_ProtocelSkipParams___ctor (NetWorkUnit_NetWorkProtocolParser_ProtocelSkipParams_o* __this, const MethodInfo* method);"
17168628,NetWorkUnit.NetWorkProtocolParser.NetWorkProtocolInfo$$CreateProtocel,"NetWorkUnit_NetWorkProtocolParser_Protocel_o* NetWorkUnit_NetWorkProtocolParser_NetWorkProtocolInfo__CreateProtocel (ConfigData_RawFile_o* rawFile, NetWorkUnit_NetWorkProtocolParser_NetWorkProtocolInfo_o* info, const MethodInfo* method);"
17168776,NetWorkUnit.NetWorkProtocolParser.Protocel$$.ctor,"void NetWorkUnit_NetWorkProtocolParser_Protocel___ctor (NetWorkUnit_NetWorkProtocolParser_Protocel_o* __this, const MethodInfo* method);"
17168784,NetWorkUnit.NetWorkProtocolParser.NetWorkProtocolInfo$$.ctor,"void NetWorkUnit_NetWorkProtocolParser_NetWorkProtocolInfo___ctor (NetWorkUnit_NetWorkProtocolParser_NetWorkProtocolInfo_o* __this, const MethodInfo* method);"
17168792,NetWorkUnit.NetWorkProtocolParser.DataBlock$$.ctor,"void NetWorkUnit_NetWorkProtocolParser_DataBlock___ctor (NetWorkUnit_NetWorkProtocolParser_DataBlock_o* __this, const MethodInfo* method);"
17168800,NetWorkUnit.NetWorkProtocolParser.DataBlock$$cleanup,"void NetWorkUnit_NetWorkProtocolParser_DataBlock__cleanup (NetWorkUnit_NetWorkProtocolParser_DataBlock_o* __this, const MethodInfo* method);"
17168808,NetWorkUnit.NetWorkProtocolParser.DataBlock$$GetDataBlock,"NetWorkUnit_NetWorkProtocolParser_DataBlock_o* NetWorkUnit_NetWorkProtocolParser_DataBlock__GetDataBlock (uint8_t datatype, const MethodInfo* method);"
17168988,NetWorkUnit.NetWorkProtocolParser.DataBlock$$Recycle,"void NetWorkUnit_NetWorkProtocolParser_DataBlock__Recycle (NetWorkUnit_NetWorkProtocolParser_DataBlock_o* block, const MethodInfo* method);"
17169100,NetWorkUnit.NetWorkProtocolParser.DataBlock$$Push,"void NetWorkUnit_NetWorkProtocolParser_DataBlock__Push (NetWorkUnit_NetWorkProtocolParser_DataBlock_o* __this, LuaInterface_LuaFunction_o* func, LuaInterface_LuaState_o* state, const MethodInfo* method);"
17169988,NetWorkUnit.NetWorkProtocolParser.DataBlock$$Push,"void NetWorkUnit_NetWorkProtocolParser_DataBlock__Push (NetWorkUnit_NetWorkProtocolParser_DataBlock_o* __this, LuaInterface_LuaState_o* state, const MethodInfo* method);"
17171272,NetWorkUnit.NetWorkProtocolParser.LogFormatDelegate$$Invoke,"void NetWorkUnit_NetWorkProtocolParser_LogFormatDelegate__Invoke (NetWorkUnit_NetWorkProtocolParser_LogFormatDelegate_o* __this, System_String_o* format, System_Object_array* args, const MethodInfo* method);"
17171292,NetWorkUnit.NetWorkProtocolParser.LogFormatDelegate$$BeginInvoke,"System_IAsyncResult_o* NetWorkUnit_NetWorkProtocolParser_LogFormatDelegate__BeginInvoke (NetWorkUnit_NetWorkProtocolParser_LogFormatDelegate_o* __this, System_String_o* format, System_Object_array* args, System_AsyncCallback_o* callback, Il2CppObject* object, const MethodInfo* method);"
17171332,NetWorkUnit.NetWorkProtocolParser.LogFormatDelegate$$EndInvoke,"void NetWorkUnit_NetWorkProtocolParser_LogFormatDelegate__EndInvoke (NetWorkUnit_NetWorkProtocolParser_LogFormatDelegate_o* __this, System_IAsyncResult_o* result, const MethodInfo* method);"
17171344,NetWorkUnit.NetworkManager$$.ctor,"void NetWorkUnit_NetworkManager___ctor (NetWorkUnit_NetworkManager_o* __this, const MethodInfo* method);"
17171348,NetWorkUnit.NetworkManagerBase$$Initialize,"void NetWorkUnit_NetworkManagerBase__Initialize (NetWorkUnit_NetworkManagerBase_o* __this, const MethodInfo* method);"
17172272,NetWorkUnit.NetworkManagerBase$$.ctor,"void NetWorkUnit_NetworkManagerBase___ctor (NetWorkUnit_NetworkManagerBase_o* __this, const MethodInfo* method);"
17172544,NetWorkUnit.ProtoclDesc$$.ctor,"void NetWorkUnit_ProtoclDesc___ctor (NetWorkUnit_ProtoclDesc_o* __this, const MethodInfo* method);"
17172552,NetWorkUnit.NetworkManagerBase$$SetNetWorkService,"void NetWorkUnit_NetworkManagerBase__SetNetWorkService (NetWorkUnit_NetworkManagerBase_o* __this, NetWorkUnit_NetWorkService_o* s, const MethodInfo* method);"
17172652,NetWorkUnit.NetworkManagerBase$$GetNetWorkService,"NetWorkUnit_NetWorkService_o* NetWorkUnit_NetworkManagerBase__GetNetWorkService (NetWorkUnit_NetworkManagerBase_o* __this, int32_t index, const MethodInfo* method);"
17172660,NetWorkUnit.NetworkManagerBase$$Dispatch,"void NetWorkUnit_NetworkManagerBase__Dispatch (NetWorkUnit_NetworkManagerBase_o* __this, uint8_t sysID, uint8_t funcID, NetWorkUnit_NetPacket_o* recvPacket, bool* IsExpensivePacket, const MethodInfo* method);"
17173040,NetWorkUnit.NetworkManagerBase$$OnSocketConnect,"void NetWorkUnit_NetworkManagerBase__OnSocketConnect (NetWorkUnit_NetworkManagerBase_o* __this, System_Object_array* parms, const MethodInfo* method);"
17173312,NetWorkUnit.NetworkManagerBase$$OnSocketCommunicate,"void NetWorkUnit_NetworkManagerBase__OnSocketCommunicate (NetWorkUnit_NetworkManagerBase_o* __this, System_Object_array* parms, const MethodInfo* method);"
17173584,NetWorkUnit.NetworkManagerBase$$OnSocketReceviePacket,"void NetWorkUnit_NetworkManagerBase__OnSocketReceviePacket (NetWorkUnit_NetworkManagerBase_o* __this, NetWorkUnit_NetWorkService_o* s, uint8_t sysID, uint8_t funcID, NetWorkUnit_NetPacket_o* recvPacket, bool* IsExpensivePacket, const MethodInfo* method);"
17173664,NetWorkUnit.NetworkManagerBase$$OnSocketErrorEvent,"void NetWorkUnit_NetworkManagerBase__OnSocketErrorEvent (NetWorkUnit_NetworkManagerBase_o* __this, System_Object_array* parms, const MethodInfo* method);"
17174412,NetWorkUnit.NetworkManagerBase$$OnSocketTimeout,"void NetWorkUnit_NetworkManagerBase__OnSocketTimeout (NetWorkUnit_NetworkManagerBase_o* __this, uint32_t lastsend, uint32_t timeout, float glastsend, float gtimeout, const MethodInfo* method);"
17174440,NetWorkUnit.NetworkManagerBase$$SetOnSocketCommunicateDelegate,"void NetWorkUnit_NetworkManagerBase__SetOnSocketCommunicateDelegate (NetWorkUnit_NetworkManagerBase_o* __this, System_Action_uint__o* c1, const MethodInfo* method);"
17174448,NetWorkUnit.NetworkManagerBase$$SetOnSocketErrorEventDelegate,"void NetWorkUnit_NetworkManagerBase__SetOnSocketErrorEventDelegate (NetWorkUnit_NetworkManagerBase_o* __this, NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_o* c1, const MethodInfo* method);"
17174456,NetWorkUnit.NetworkManagerBase$$SetOnSocketReceviePacketDelegate,"void NetWorkUnit_NetworkManagerBase__SetOnSocketReceviePacketDelegate (NetWorkUnit_NetworkManagerBase_o* __this, NetWorkUnit_NetworkManagerBase_OnSocketReceviePacketDelegate_o* c1, const MethodInfo* method);"
17174464,NetWorkUnit.NetworkManagerBase$$SetOnSocketTimeoutDelegate,"void NetWorkUnit_NetworkManagerBase__SetOnSocketTimeoutDelegate (NetWorkUnit_NetworkManagerBase_o* __this, NetWorkUnit_NetworkManagerBase_OnSocketTimeoutDelegate_o* c1, const MethodInfo* method);"
17174472,NetWorkUnit.NetworkManagerBase$$LoadCSharpSetting,"void NetWorkUnit_NetworkManagerBase__LoadCSharpSetting (NetWorkUnit_NetworkManagerBase_o* __this, System_String_o* file, const MethodInfo* method);"
17175016,NetWorkUnit.NetworkManagerBase$$Connect,"uint32_t NetWorkUnit_NetworkManagerBase__Connect (NetWorkUnit_NetworkManagerBase_o* __this, System_String_o* address, int32_t port, int32_t index, const MethodInfo* method);"
17175064,NetWorkUnit.NetworkManagerBase$$DisconnectAll,"void NetWorkUnit_NetworkManagerBase__DisconnectAll (NetWorkUnit_NetworkManagerBase_o* __this, const MethodInfo* method);"
17175100,NetWorkUnit.NetworkManagerBase$$Disconnect,"void NetWorkUnit_NetworkManagerBase__Disconnect (NetWorkUnit_NetworkManagerBase_o* __this, int32_t index, const MethodInfo* method);"
17175136,NetWorkUnit.NetworkManagerBase$$Register,"void NetWorkUnit_NetworkManagerBase__Register (NetWorkUnit_NetworkManagerBase_o* __this, uint8_t sysID, uint8_t funcID, NetWorkUnit_NetworkManagerBase_OnSocketReceviePacketHandler_o* handler, const MethodInfo* method);"
17175300,NetWorkUnit.NetworkManagerBase$$IgnoreProtocol,"bool NetWorkUnit_NetworkManagerBase__IgnoreProtocol (NetWorkUnit_NetworkManagerBase_o* __this, int32_t sid, int32_t pid, const MethodInfo* method);"
17175308,NetWorkUnit.NetworkManagerBase.LogSetter$$.ctor,"void NetWorkUnit_NetworkManagerBase_LogSetter___ctor (NetWorkUnit_NetworkManagerBase_LogSetter_o* __this, Il2CppObject* object, intptr_t method, const MethodInfo* method);"
17175504,NetWorkUnit.NetworkManagerBase.LogSetter$$Invoke,"void NetWorkUnit_NetworkManagerBase_LogSetter__Invoke (NetWorkUnit_NetworkManagerBase_LogSetter_o* __this, bool v, const MethodInfo* method);"
17175528,NetWorkUnit.NetworkManagerBase.LogSetter$$BeginInvoke,"System_IAsyncResult_o* NetWorkUnit_NetworkManagerBase_LogSetter__BeginInvoke (NetWorkUnit_NetworkManagerBase_LogSetter_o* __this, bool v, System_AsyncCallback_o* callback, Il2CppObject* object, const MethodInfo* method);"
17175664,NetWorkUnit.NetworkManagerBase.LogSetter$$EndInvoke,"void NetWorkUnit_NetworkManagerBase_LogSetter__EndInvoke (NetWorkUnit_NetworkManagerBase_LogSetter_o* __this, System_IAsyncResult_o* result, const MethodInfo* method);"
17175676,NetWorkUnit.NetworkManagerBase.LogGetter$$.ctor,"void NetWorkUnit_NetworkManagerBase_LogGetter___ctor (NetWorkUnit_NetworkManagerBase_LogGetter_o* __this, Il2CppObject* object, intptr_t method, const MethodInfo* method);"
17175864,NetWorkUnit.NetworkManagerBase.LogGetter$$Invoke,"bool NetWorkUnit_NetworkManagerBase_LogGetter__Invoke (NetWorkUnit_NetworkManagerBase_LogGetter_o* __this, const MethodInfo* method);"
17175884,NetWorkUnit.NetworkManagerBase.LogGetter$$BeginInvoke,"System_IAsyncResult_o* NetWorkUnit_NetworkManagerBase_LogGetter__BeginInvoke (NetWorkUnit_NetworkManagerBase_LogGetter_o* __this, System_AsyncCallback_o* callback, Il2CppObject* object, const MethodInfo* method);"
17175916,NetWorkUnit.NetworkManagerBase.LogGetter$$EndInvoke,"bool NetWorkUnit_NetworkManagerBase_LogGetter__EndInvoke (NetWorkUnit_NetworkManagerBase_LogGetter_o* __this, System_IAsyncResult_o* result, const MethodInfo* method);"
17175956,NetWorkUnit.NetworkManagerBase.OnSocketErrorEventDelegate$$.ctor,"void NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate___ctor (NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_o* __this, Il2CppObject* object, intptr_t method, const MethodInfo* method);"
17176172,NetWorkUnit.NetworkManagerBase.OnSocketErrorEventDelegate$$Invoke,"void NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate__Invoke (NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_o* __this, System_String_o* type, System_String_o* code, System_String_o* error, uint32_t id, const MethodInfo* method);"
17176192,NetWorkUnit.NetworkManagerBase.OnSocketErrorEventDelegate$$BeginInvoke,"System_IAsyncResult_o* NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate__BeginInvoke (NetWorkUnit_NetworkManagerBase_OnSocketErrorEventDelegate_o* __this, System_String_o* type, System_String_o* code, System_String_o* error, uint32_t id, System_AsyncCallback_o* callback, Il2CppObject* object, const MethodInfo* method);"
