protocel_key,func_id,in_protocol,in_lua,lua_files
3,109,table_B,Y,gui.windows.gongfa.uigongfacontroller.lua;gui.windows.gongfa.uigongfacontroller.lua
3,110,table_B,Y,gui.windows.gongfa.uigongfacontroller.lua;gui.windows.gongfa.uigongfacontroller.lua
3,111,table_B,N,
3,112,table_B,N,
3,113,table_B,N,
3,116,table_B,N,
3,117,table_B,N,
3,118,table_B,N,
3,119,table_B,N,
3,121,table_B,N,
3,122,table_B,N,
3,123,table_B,N,
3,124,table_B,N,
3,125,table_B,N,
3,127,table_B,N,
3,131,table_B,N,
3,132,table_B,N,
3,133,table_B,N,
3,134,table_B,N,
3,135,table_B,N,
3,136,table_B,N,
3,137,table_B,N,
3,138,table_B,N,
3,139,table_B,N,
3,141,table_B,N,
3,142,table_B,N,
3,143,table_B,N,
3,144,table_B,N,
3,145,table_B,N,
3,146,table_B,N,
3,147,table_B,N,
3,148,table_B,N,
3,151,table_B,N,
3,161,table_B,N,
3,162,table_B,N,
3,164,table_B,N,
3,165,table_B,N,
3,166,table_B,N,
3,167,table_B,N,
3,168,table_B,N,
3,169,table_B,N,
3,170,table_B,N,
3,171,table_B,Y,gamesys.wudaotang.wudaotangcontroller.lua;gamesys.wudaotang.wudaotangcontroller.lua
3,172,table_B,Y,gamesys.wudaotang.wudaotangcontroller.lua;gamesys.wudaotang.wudaotangcontroller.lua
3,174,table_B,Y,gamesys.wudaotang.wudaotangcontroller.lua;gamesys.wudaotang.wudaotangcontroller.lua
3,175,table_B,Y,gamesys.wudaotang.wudaotangcontroller.lua;gamesys.wudaotang.wudaotangcontroller.lua
3,176,table_B,N,
3,177,table_B,Y,gamesys.wudaotang.wudaotangcontroller.lua;gamesys.wudaotang.wudaotangcontroller.lua
3,181,table_B,N,
3,182,table_B,N,
3,186,table_B,N,
3,187,table_B,N,
3,188,table_B,N,
3,191,table_B,N,
3,192,table_B,N,
3,193,table_B,N,
3,194,table_B,N,
3,195,table_B,N,
3,196,table_B,N,
3,197,table_B,N,
3,201,table_B,N,
3,202,table_B,N,
3,203,table_B,N,
3,211,table_B,N,
3,212,table_B,N,
3,213,table_B,N,
3,214,table_B,N,
3,215,table_B,N,
3,216,table_B,N,
3,217,table_B,N,
3,218,table_B,N,
3,219,table_B,N,
3,220,table_B,N,
3,221,table_B,N,
3,222,table_B,N,
3,223,table_B,N,
3,224,table_B,N,
3,225,table_B,N,
3,226,table_B,N,
3,227,table_B,N,
3,229,table_B,N,
3,230,table_B,N,
3,231,table_B,N,
3,232,table_B,N,
3,233,table_B,N,
3,234,table_B,N,
3,236,table_B,N,
3,237,table_B,N,
3,241,table_B,N,
3,246,table_B,Y,gamesys.guildorder.guildordercontroller.lua;gamesys.guildorder.guildordercontroller.lua
3,247,table_B,Y,gamesys.guildorder.guildordercontroller.lua;gamesys.guildorder.guildordercontroller.lua
3,248,table_B,Y,gamesys.guildorder.guildordercontroller.lua;gamesys.guildorder.guildordercontroller.lua
3,249,table_B,N,
3,250,table_B,N,
3,252,table_B,N,
3,253,table_B,N,
3,254,table_B,N,
4,1,table_A,N,
4,2,table_A,N,
4,3,table_A,N,
4,4,table_A,N,
4,5,table_A,N,
4,6,table_A,N,
4,8,table_A,N,
4,9,table_A,N,
4,10,table_A,N,
4,12,table_A,N,
4,13,table_A,N,
4,14,table_A,N,
4,15,table_A,N,
4,16,table_A,N,
4,17,table_A,N,
4,18,table_A,N,
4,20,table_A,N,
4,21,table_A,N,
4,23,table_A,N,
4,24,table_A,N,
4,26,table_A,N,
4,27,table_A,N,
4,28,table_A,N,
4,31,table_A,N,
4,34,table_A,N,
4,35,table_A,N,
4,36,table_A,N,
4,37,table_A,N,
4,38,table_A,N,
4,40,table_A,N,
4,41,table_A,N,
4,42,table_A,N,
4,43,table_A,N,
4,44,table_A,N,
4,45,table_A,N,
4,46,table_A,N,
4,47,table_A,N,
4,49,table_A,N,
4,50,table_A,N,
4,53,table_A,N,
4,54,table_A,N,
4,55,table_A,N,
4,56,table_A,N,
4,57,table_A,N,
4,58,table_A,N,
4,59,table_A,N,
4,61,table_A,N,
4,63,table_A,N,
4,65,table_A,N,
4,66,table_A,N,
4,67,table_A,N,
4,68,table_A,N,
4,69,table_A,N,
4,70,table_A,N,
4,71,table_A,N,
4,72,table_A,N,
4,73,table_A,N,
4,74,table_A,N,
4,75,table_A,N,
4,76,table_A,N,
4,77,table_A,N,
4,78,table_A,N,
4,79,table_A,N,
4,80,table_A,N,
4,81,table_A,N,
4,82,table_A,N,
4,84,table_A,N,
4,85,table_A,N,
4,1,table_B,N,
4,2,table_B,N,
4,3,table_B,N,
4,4,table_B,N,
4,5,table_B,N,
4,6,table_B,N,
4,7,table_B,N,
4,8,table_B,N,
4,9,table_B,N,
4,10,table_B,N,
4,11,table_B,N,
4,12,table_B,N,
4,13,table_B,N,
4,14,table_B,N,
4,15,table_B,N,
4,16,table_B,N,
4,17,table_B,N,
4,18,table_B,N,
4,20,table_B,N,
4,21,table_B,N,
4,22,table_B,N,
4,23,table_B,N,
4,24,table_B,N,
4,25,table_B,N,
4,26,table_B,N,
4,27,table_B,N,
4,28,table_B,N,
4,29,table_B,N,
4,30,table_B,N,
4,31,table_B,N,
4,32,table_B,N,
4,33,table_B,N,
4,34,table_B,N,
4,35,table_B,N,
4,36,table_B,N,
4,37,table_B,N,
4,38,table_B,N,
4,40,table_B,N,
4,41,table_B,N,
4,42,table_B,N,
4,43,table_B,N,
4,44,table_B,N,
4,45,table_B,N,
4,46,table_B,N,
4,47,table_B,N,
4,48,table_B,N,
4,50,table_B,N,
4,51,table_B,N,
4,52,table_B,N,
4,53,table_B,N,
4,54,table_B,N,
4,55,table_B,N,
4,56,table_B,N,
4,57,table_B,N,
4,58,table_B,N,
4,59,table_B,N,
4,60,table_B,N,
4,61,table_B,N,
4,62,table_B,N,
4,63,table_B,N,
4,64,table_B,N,
4,65,table_B,N,
4,66,table_B,N,
4,67,table_B,N,
4,68,table_B,N,
4,69,table_B,N,
4,70,table_B,N,
4,71,table_B,N,
4,72,table_B,N,
4,75,table_B,N,
4,76,table_B,N,
4,77,table_B,N,
4,78,table_B,N,
4,79,table_B,N,
4,80,table_B,N,
4,81,table_B,N,
4,82,table_B,N,
4,83,table_B,N,
4,84,table_B,N,
4,85,table_B,N,
4,86,table_B,N,
5,1,table_A,N,
5,2,table_A,N,
5,7,table_A,N,
5,12,table_A,N,
5,21,table_A,N,
5,22,table_A,N,
5,24,table_A,N,
5,41,table_A,N,
5,43,table_A,N,
5,44,table_A,N,
5,45,table_A,N,
5,51,table_A,N,
5,52,table_A,N,
5,53,table_A,N,
5,54,table_A,N,
5,56,table_A,N,
5,57,table_A,N,
5,81,table_A,N,
5,82,table_A,N,
5,83,table_A,N,
5,84,table_A,N,
5,91,table_A,N,
5,92,table_A,N,
5,93,table_A,N,
5,94,table_A,N,
5,95,table_A,N,
5,96,table_A,N,
5,1,table_B,N,
5,2,table_B,N,
5,7,table_B,N,
5,8,table_B,N,
5,11,table_B,N,
5,12,table_B,N,
5,21,table_B,N,
5,22,table_B,N,
5,24,table_B,N,
5,25,table_B,N,
5,41,table_B,N,
5,42,table_B,N,
5,43,table_B,N,
5,44,table_B,N,
5,45,table_B,N,
5,46,table_B,N,
5,51,table_B,N,
5,52,table_B,N,
5,53,table_B,N,
5,54,table_B,N,
5,56,table_B,N,
5,57,table_B,N,
5,58,table_B,N,
5,59,table_B,N,
5,60,table_B,N,
5,81,table_B,N,
5,82,table_B,N,
5,83,table_B,N,
5,84,table_B,N,
5,91,table_B,N,
5,92,table_B,N,
5,93,table_B,N,
5,94,table_B,N,
5,95,table_B,N,
6,1,table_A,N,
6,2,table_A,N,
6,3,table_A,N,
6,4,table_A,N,
6,5,table_A,N,
6,6,table_A,N,
6,7,table_A,N,
6,8,table_A,N,
6,9,table_A,N,
6,10,table_A,N,
6,11,table_A,N,
6,12,table_A,N,
6,13,table_A,N,
6,14,table_A,N,
6,15,table_A,N,
6,16,table_A,N,
6,17,table_A,N,
6,18,table_A,N,
6,19,table_A,N,
6,20,table_A,N,
6,21,table_A,N,
6,22,table_A,N,
6,23,table_A,N,
6,24,table_A,N,
6,25,table_A,N,
6,28,table_A,N,
6,29,table_A,N,
6,30,table_A,N,
6,31,table_A,N,
6,32,table_A,N,
6,33,table_A,N,
6,34,table_A,N,
6,35,table_A,N,
6,36,table_A,N,
6,37,table_A,N,
6,38,table_A,N,
6,39,table_A,N,
6,40,table_A,N,
6,41,table_A,N,
6,42,table_A,N,
6,43,table_A,N,
6,44,table_A,N,
6,45,table_A,N,
6,46,table_A,N,
6,47,table_A,N,
6,49,table_A,N,
6,50,table_A,N,
6,51,table_A,N,
6,52,table_A,N,
6,53,table_A,N,
6,54,table_A,N,
6,55,table_A,N,
6,56,table_A,N,
6,59,table_A,N,
6,60,table_A,N,
6,61,table_A,N,
6,62,table_A,N,
6,65,table_A,N,
6,66,table_A,N,
6,67,table_A,N,
6,69,table_A,N,
6,70,table_A,N,
6,71,table_A,N,
6,72,table_A,N,
6,73,table_A,N,
6,74,table_A,N,
6,75,table_A,N,
6,76,table_A,N,
6,77,table_A,N,
6,78,table_A,N,
6,79,table_A,N,
6,80,table_A,N,
6,81,table_A,N,
6,82,table_A,N,
6,83,table_A,N,
6,84,table_A,N,
6,85,table_A,N,
6,86,table_A,N,
6,87,table_A,N,
6,89,table_A,N,
6,91,table_A,N,
6,92,table_A,N,
6,93,table_A,N,
6,94,table_A,N,
6,95,table_A,N,
6,96,table_A,N,
6,97,table_A,N,
6,98,table_A,N,
6,101,table_A,N,
6,102,table_A,N,
6,103,table_A,N,
6,105,table_A,N,
6,106,table_A,N,
6,107,table_A,N,
6,108,table_A,N,
6,109,table_A,N,
6,110,table_A,N,
6,111,table_A,N,
6,112,table_A,N,
6,113,table_A,N,
6,114,table_A,N,
6,115,table_A,N,
6,116,table_A,N,
6,117,table_A,N,
6,118,table_A,N,
6,119,table_A,N,
6,121,table_A,N,
6,122,table_A,N,
6,124,table_A,N,
6,125,table_A,N,
6,126,table_A,N,
6,132,table_A,N,
6,133,table_A,N,
6,134,table_A,N,
6,141,table_A,N,
6,142,table_A,N,
6,143,table_A,N,
6,146,table_A,N,
6,147,table_A,N,
6,148,table_A,N,
6,153,table_A,N,
6,157,table_A,N,
6,162,table_A,N,
6,163,table_A,N,
6,166,table_A,N,
6,167,table_A,N,
6,168,table_A,N,
6,169,table_A,N,
6,170,table_A,N,
6,171,table_A,N,
6,177,table_A,N,
6,178,table_A,N,
6,179,table_A,N,
6,181,table_A,N,
6,182,table_A,N,
6,183,table_A,N,
6,184,table_A,N,
6,185,table_A,N,
6,187,table_A,N,
6,188,table_A,N,
6,189,table_A,N,
6,190,table_A,N,
6,191,table_A,N,
6,192,table_A,N,
6,193,table_A,N,
6,195,table_A,N,
6,196,table_A,N,
6,197,table_A,N,
6,198,table_A,N,
6,200,table_A,N,
6,201,table_A,N,
6,202,table_A,N,
6,203,table_A,N,
6,205,table_A,N,
6,208,table_A,N,
6,209,table_A,N,
6,210,table_A,N,
6,211,table_A,N,
6,1,table_B,N,
6,2,table_B,N,
6,3,table_B,N,
6,4,table_B,N,
6,5,table_B,N,
6,6,table_B,N,
6,7,table_B,N,
6,8,table_B,N,
6,9,table_B,N,
6,10,table_B,N,
6,11,table_B,N,
6,12,table_B,N,
6,13,table_B,N,
6,14,table_B,N,
6,15,table_B,N,
6,16,table_B,N,
6,17,table_B,N,
6,18,table_B,N,
6,19,table_B,N,
6,20,table_B,N,
6,21,table_B,N,
6,22,table_B,N,
6,23,table_B,N,
6,24,table_B,N,
6,25,table_B,N,
6,26,table_B,N,
6,27,table_B,N,
6,28,table_B,N,
6,29,table_B,N,
6,30,table_B,N,
6,31,table_B,N,
6,32,table_B,N,
6,33,table_B,N,
6,34,table_B,N,
6,35,table_B,N,
6,36,table_B,N,
6,37,table_B,N,
6,38,table_B,N,
6,39,table_B,N,
6,40,table_B,N,
6,41,table_B,N,
6,42,table_B,N,
6,43,table_B,N,
6,44,table_B,N,
6,45,table_B,N,
6,46,table_B,N,
6,47,table_B,N,
6,48,table_B,N,
6,49,table_B,N,
6,50,table_B,N,
6,51,table_B,N,
6,52,table_B,N,
6,53,table_B,N,
6,54,table_B,N,
6,55,table_B,N,
6,56,table_B,N,
6,57,table_B,N,
6,58,table_B,N,
6,59,table_B,N,
6,60,table_B,N,
6,61,table_B,N,
6,62,table_B,N,
6,65,table_B,N,
6,66,table_B,N,
6,67,table_B,N,
6,68,table_B,N,
6,69,table_B,N,
6,70,table_B,N,
6,71,table_B,N,
6,72,table_B,N,
6,73,table_B,N,
6,74,table_B,N,
6,75,table_B,N,
6,76,table_B,N,
6,77,table_B,N,
6,78,table_B,N,
6,79,table_B,N,
6,80,table_B,N,
6,81,table_B,N,
6,82,table_B,N,
6,83,table_B,N,
6,84,table_B,N,
6,85,table_B,N,
6,86,table_B,N,
6,87,table_B,N,
6,88,table_B,N,
6,89,table_B,N,
6,90,table_B,N,
6,91,table_B,N,
6,92,table_B,N,
6,93,table_B,N,
6,94,table_B,N,
6,95,table_B,N,
6,96,table_B,N,
6,97,table_B,N,
6,99,table_B,N,
6,101,table_B,N,
6,102,table_B,N,
6,103,table_B,N,
6,104,table_B,N,
6,106,table_B,N,
6,107,table_B,N,
6,108,table_B,N,
6,109,table_B,N,
6,110,table_B,N,
6,111,table_B,N,
6,112,table_B,N,
6,113,table_B,N,
6,114,table_B,N,
6,115,table_B,N,
6,116,table_B,N,
6,117,table_B,N,
6,118,table_B,N,
6,119,table_B,N,
6,121,table_B,N,
6,122,table_B,N,
6,123,table_B,N,
6,131,table_B,N,
6,132,table_B,N,
6,133,table_B,N,
6,134,table_B,N,
6,135,table_B,N,
6,141,table_B,N,
6,143,table_B,N,
6,146,table_B,N,
6,147,table_B,N,
6,148,table_B,N,
6,151,table_B,N,
6,152,table_B,N,
6,153,table_B,N,
6,154,table_B,N,
6,155,table_B,N,
6,156,table_B,N,
6,157,table_B,N,
6,161,table_B,N,
6,162,table_B,N,
6,163,table_B,N,
6,166,table_B,N,
6,167,table_B,N,
6,168,table_B,N,
6,169,table_B,N,
6,170,table_B,N,
6,171,table_B,N,
6,176,table_B,N,
6,177,table_B,N,
6,178,table_B,N,
6,179,table_B,N,
6,180,table_B,N,
6,181,table_B,N,
6,182,table_B,N,
6,183,table_B,N,
6,184,table_B,N,
6,185,table_B,N,
6,186,table_B,N,
6,187,table_B,N,
6,188,table_B,N,
6,189,table_B,N,
6,190,table_B,N,
6,191,table_B,N,
6,192,table_B,N,
6,193,table_B,N,
6,195,table_B,N,
6,196,table_B,N,
6,197,table_B,N,
6,198,table_B,N,
6,200,table_B,N,
6,201,table_B,N,
6,202,table_B,N,
6,203,table_B,N,
6,204,table_B,N,
6,205,table_B,N,
6,208,table_B,N,
6,209,table_B,N,
6,210,table_B,N,
6,212,table_B,N,
7,1,table_A,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,2,table_A,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,3,table_A,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,4,table_A,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,21,table_A,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,22,table_A,Y,gamesys.systemzongmen.systemzongmencontroller_protocol.lua;gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,23,table_A,Y,gamesys.systemzongmen.systemzongmencontroller_protocol.lua;gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua;gamesys.xjfactionnpcsystem.xjfactionnpccontroller.lua
7,27,table_A,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,28,table_A,N,
7,50,table_A,N,
7,51,table_A,N,
7,52,table_A,N,
7,53,table_A,N,
7,54,table_A,N,
7,55,table_A,N,
7,56,table_A,N,
7,57,table_A,N,
7,58,table_A,N,
7,59,table_A,N,
7,60,table_A,N,
7,1,table_B,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,2,table_B,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,3,table_B,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,4,table_B,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,21,table_B,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,22,table_B,Y,gamesys.systemzongmen.systemzongmencontroller_protocol.lua;gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,23,table_B,Y,gamesys.systemzongmen.systemzongmencontroller_protocol.lua;gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua;gamesys.xjfactionnpcsystem.xjfactionnpccontroller.lua
7,25,table_B,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,26,table_B,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,27,table_B,Y,gamesys.tasksystem.taskcontroller.lua;gamesys.tasksystem.taskcontroller.lua
7,50,table_B,N,
7,51,table_B,N,
7,52,table_B,N,
7,54,table_B,N,
7,55,table_B,N,
7,56,table_B,N,
7,57,table_B,N,
7,58,table_B,N,
7,59,table_B,N,
7,60,table_B,N,
7,61,table_B,N,
8,1,table_A,N,
8,2,table_A,N,
8,4,table_A,N,
8,5,table_A,N,
8,6,table_A,N,
8,7,table_A,N,
8,9,table_A,N,
8,10,table_A,N,
8,12,table_A,N,
8,13,table_A,N,
8,14,table_A,N,
8,15,table_A,N,
8,16,table_A,N,
8,1,table_B,N,
8,2,table_B,N,
8,3,table_B,N,
8,4,table_B,N,
8,5,table_B,N,
8,6,table_B,N,
8,7,table_B,N,
8,8,table_B,N,
8,9,table_B,N,
8,10,table_B,N,
8,11,table_B,N,
8,12,table_B,N,
8,13,table_B,N,
8,14,table_B,N,
8,15,table_B,N,
8,16,table_B,N,
9,1,table_A,N,
9,2,table_A,N,
9,3,table_A,N,
9,4,table_A,N,
9,5,table_A,N,
9,7,table_A,N,
9,8,table_A,N,
9,9,table_A,N,
9,10,table_A,N,
9,13,table_A,N,
9,14,table_A,N,
9,15,table_A,N,
9,16,table_A,N,
9,17,table_A,N,
9,18,table_A,N,
9,20,table_A,N,
9,21,table_A,N,
9,1,table_B,N,
9,2,table_B,N,
9,3,table_B,N,
9,4,table_B,N,
9,5,table_B,N,
9,6,table_B,N,
9,7,table_B,N,
9,8,table_B,N,
9,9,table_B,N,
9,10,table_B,N,
9,11,table_B,N,
9,12,table_B,N,
9,13,table_B,N,
9,14,table_B,N,
9,15,table_B,N,
9,16,table_B,N,
9,17,table_B,N,
9,18,table_B,N,
9,20,table_B,N,
10,1,table_A,N,
10,2,table_A,N,
10,3,table_A,N,
10,4,table_A,N,
10,5,table_A,N,
10,6,table_A,N,
10,7,table_A,N,
10,8,table_A,N,
10,9,table_A,N,
10,12,table_A,N,
10,15,table_A,N,
10,16,table_A,N,
10,1,table_B,N,
10,2,table_B,N,
10,3,table_B,N,
10,4,table_B,N,
10,5,table_B,N,
10,6,table_B,N,
10,7,table_B,N,
10,8,table_B,N,
10,9,table_B,N,
10,10,table_B,N,
10,11,table_B,N,
10,12,table_B,N,
10,13,table_B,N,
10,14,table_B,N,
10,15,table_B,N,
10,16,table_B,N,
11,1,table_A,N,
11,2,table_A,N,
11,3,table_A,N,
11,4,table_A,N,
11,5,table_A,N,
11,8,table_A,N,
11,21,table_A,N,
11,22,table_A,N,
11,23,table_A,N,
11,24,table_A,N,
11,25,table_A,N,
11,26,table_A,N,
11,1,table_B,N,
11,2,table_B,N,
11,3,table_B,N,
11,4,table_B,N,
11,5,table_B,N,
11,6,table_B,N,
11,7,table_B,N,
11,8,table_B,N,
11,20,table_B,N,
11,21,table_B,N,
11,22,table_B,N,
11,23,table_B,N,
11,24,table_B,N,
11,25,table_B,N,
11,26,table_B,N,
11,27,table_B,N,
12,1,table_A,Y,gui.windows.disciple.disciplenotecontroller.lua;gui.windows.disciple.disciplenotecontroller.lua
12,2,table_A,Y,gui.windows.disciple.disciplenotecontroller.lua;gui.windows.disciple.disciplenotecontroller.lua
12,1,table_B,Y,gui.windows.disciple.disciplenotecontroller.lua;gui.windows.disciple.disciplenotecontroller.lua
12,2,table_B,Y,gui.windows.disciple.disciplenotecontroller.lua;gui.windows.disciple.disciplenotecontroller.lua
13,1,table_A,N,
13,3,table_A,N,
13,4,table_A,N,
13,5,table_A,N,
13,6,table_A,N,
13,7,table_A,N,
13,8,table_A,N,
13,10,table_A,N,
13,11,table_A,N,
13,12,table_A,N,
13,13,table_A,N,
13,14,table_A,N,
13,21,table_A,N,
13,22,table_A,N,
13,23,table_A,N,
13,31,table_A,N,
13,32,table_A,N,
13,34,table_A,N,
13,35,table_A,N,
13,36,table_A,N,
13,1,table_B,N,
13,3,table_B,N,
13,4,table_B,N,
13,5,table_B,N,
13,6,table_B,N,
13,7,table_B,N,
13,8,table_B,N,
13,10,table_B,N,
13,11,table_B,N,
13,12,table_B,N,
13,13,table_B,N,
13,14,table_B,N,
13,15,table_B,N,
13,21,table_B,N,
13,22,table_B,N,
13,23,table_B,N,
13,31,table_B,N,
13,34,table_B,N,
13,35,table_B,N,
13,36,table_B,N,
14,1,table_A,N,
14,2,table_A,N,
14,4,table_A,N,
14,6,table_A,N,
14,9,table_A,N,
14,10,table_A,N,
14,11,table_A,N,
14,14,table_A,N,
14,16,table_A,N,
14,17,table_A,N,
14,18,table_A,N,
14,19,table_A,N,
14,21,table_A,N,
14,24,table_A,N,
14,30,table_A,N,
14,31,table_A,N,
14,1,table_B,N,
14,2,table_B,N,
14,3,table_B,N,
14,4,table_B,N,
14,5,table_B,N,
14,6,table_B,N,
14,7,table_B,N,
14,8,table_B,N,
14,10,table_B,N,
14,11,table_B,N,
14,12,table_B,N,
14,13,table_B,N,
14,14,table_B,N,
14,15,table_B,N,
14,16,table_B,N,
14,17,table_B,N,
14,18,table_B,N,
14,19,table_B,N,
14,20,table_B,N,
14,21,table_B,N,
14,22,table_B,N,
14,23,table_B,N,
14,24,table_B,N,
14,25,table_B,N,
14,30,table_B,N,
14,31,table_B,N,
14,32,table_B,N,
14,41,table_B,N,
15,1,table_A,N,
15,2,table_A,N,
15,3,table_A,N,
15,11,table_A,N,
15,12,table_A,N,
15,21,table_A,N,
15,22,table_A,N,
15,23,table_A,N,
15,31,table_A,N,
15,32,table_A,N,
15,33,table_A,N,
15,41,table_A,N,
15,42,table_A,N,
15,43,table_A,N,
15,51,table_A,N,
15,52,table_A,N,
15,53,table_A,N,
15,61,table_A,N,
15,62,table_A,N,
15,63,table_A,N,
15,72,table_A,N,
15,73,table_A,N,
15,76,table_A,N,
15,81,table_A,N,
15,82,table_A,N,
15,1,table_B,N,
15,2,table_B,N,
15,3,table_B,N,
15,11,table_B,N,
15,21,table_B,N,
15,22,table_B,N,
15,23,table_B,N,
15,31,table_B,N,
15,32,table_B,N,
15,33,table_B,N,
15,41,table_B,N,
15,42,table_B,N,
15,43,table_B,N,
15,51,table_B,N,
15,52,table_B,N,
15,53,table_B,N,
15,61,table_B,N,
15,62,table_B,N,
15,63,table_B,N,
15,71,table_B,N,
15,72,table_B,N,
15,73,table_B,N,
15,75,table_B,N,
15,76,table_B,N,
15,80,table_B,N,
15,81,table_B,N,
15,82,table_B,N,
16,1,table_A,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,2,table_A,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,3,table_A,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,4,table_A,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,5,table_A,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,6,table_A,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,7,table_A,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,8,table_A,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,11,table_A,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,12,table_A,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,21,table_A,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,32,table_A,N,
16,33,table_A,N,
16,41,table_A,N,
16,42,table_A,N,
16,43,table_A,N,
16,44,table_A,N,
16,1,table_B,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,2,table_B,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,3,table_B,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,4,table_B,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,5,table_B,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,6,table_B,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,7,table_B,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,8,table_B,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,11,table_B,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,12,table_B,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,21,table_B,Y,gamesys.gubao.gubaocontroller.lua;gamesys.gubao.gubaocontroller.lua
16,31,table_B,N,
16,32,table_B,N,
16,33,table_B,N,
16,41,table_B,N,
16,42,table_B,N,
16,43,table_B,N,
16,44,table_B,N,
17,1,table_A,N,
17,2,table_A,N,
17,4,table_A,N,
17,6,table_A,N,
17,8,table_A,N,
17,10,table_A,N,
17,11,table_A,N,
17,12,table_A,N,
17,14,table_A,N,
17,20,table_A,N,
17,21,table_A,N,
17,22,table_A,N,
17,23,table_A,N,
17,24,table_A,N,
17,25,table_A,N,
17,26,table_A,N,
17,27,table_A,N,
17,28,table_A,N,
17,29,table_A,N,
17,30,table_A,N,
17,31,table_A,N,
17,32,table_A,N,
17,33,table_A,N,
17,34,table_A,N,
17,35,table_A,N,
17,39,table_A,N,
17,40,table_A,N,
17,52,table_A,N,
17,53,table_A,N,
17,54,table_A,N,
17,55,table_A,N,
17,56,table_A,N,
17,57,table_A,N,
17,58,table_A,N,
17,59,table_A,N,
17,60,table_A,N,
17,62,table_A,N,
17,1,table_B,N,
17,2,table_B,N,
17,4,table_B,N,
17,6,table_B,N,
17,8,table_B,N,
17,10,table_B,N,
17,11,table_B,N,
17,12,table_B,N,
17,13,table_B,N,
17,14,table_B,N,
17,20,table_B,N,
17,21,table_B,N,
17,22,table_B,N,
17,23,table_B,N,
17,24,table_B,N,
17,25,table_B,N,
17,26,table_B,N,
17,27,table_B,N,
17,28,table_B,N,
17,29,table_B,N,
17,30,table_B,N,
17,31,table_B,N,
17,32,table_B,N,
17,33,table_B,N,
17,34,table_B,N,
17,35,table_B,N,
17,36,table_B,N,
17,37,table_B,N,
17,38,table_B,N,
