struct_id,struct,index,field,type,subtype,count,typename_id,condition
10319,lundaodahuiSanJiaItem2,0,name,0x0a,0,0,0,0
10319,lundaodahuiSanJiaItem2,1,pos,0x01,0,0,0,0
10319,lundaodahuiSanJiaItem2,2,dzNum,0x06,0,0,0,0
10319,lundaodahuiSanJiaItem2,3,iconInfo,0x0b,0,0,10382,0
10319,lundaodahuiSanJiaItem2,4,discipledata,0x06,0,0,0,0
10319,lundaodahuiSanJiaItem2,5,discipleimage,0x07,0,0,0,0
10319,lundaodahuiSanJiaItem2,6,serverId,0x06,0,0,0,0
10319,lundaodahuiSanJiaItem2,7,playerId,0x07,0,0,0,0
10319,lundaodahuiSanJiaItem2,8,dressId,0x06,0,0,0,0
10319,lundaodahuiSanJiaItem2,9,dressStar,0x02,0,0,0,0
10320,effectDataStructNPC2,0,effecttype,0x02,0,0,0,0
10320,effectDataStructNPC2,1,npcid,0x04,0,0,0,0
10320,effectDataStructNPC2,2,id,0x02,0,0,0,0
10321,statueItem,0,un_build_id,0x06,0,0,0,0
10321,statueItem,1,jieShu,0x04,0,0,0,0
10321,statueItem,2,rank,0x02,0,0,0,0
10322,itemDataStructHonorItem,0,itemtype,0x02,0,0,0,0
10322,itemDataStructHonorItem,1,data,0x0a,0,0,0,0
10323,repairGatherStruct,0,buildid,0x06,0,0,0,0
10323,repairGatherStruct,1,posidx,0x04,0,0,0,0
10323,repairGatherStruct,2,times,0x04,0,0,0,0
10323,repairGatherStruct,3,daily,0x04,0,0,0,0
10324,normalGatherStruct,0,buildguid,0x06,0,0,0,0
10324,normalGatherStruct,1,times,0x04,0,0,0,0
10324,normalGatherStruct,2,daily,0x04,0,0,0,0
10326,bigShengChanRankItem,0,itemId,0x06,0,0,0,0
10326,bigShengChanRankItem,1,topPlayerId,0x07,0,0,0,0
10326,bigShengChanRankItem,2,topName,0x0a,0,0,0,0
10326,bigShengChanRankItem,3,topZmName,0x0a,0,0,0,0
10326,bigShengChanRankItem,4,iconInfo,0x0b,0,0,10382,0
10326,bigShengChanRankItem,5,topShengChanNum,0x07,0,0,0,0
10326,bigShengChanRankItem,6,myShengChanNum,0x07,0,0,0,0
10326,bigShengChanRankItem,7,myRank,0x02,0,0,0,0
10327,bigShengChanFullGoalItem,0,index,0x02,0,0,0,0
10327,bigShengChanFullGoalItem,1,jdVal,0x07,0,0,0,0
10327,bigShengChanFullGoalItem,2,rewardFlag,0x02,0,0,0,0
10328,chatFlag,0,id,0x04,0,0,0,0
10328,chatFlag,1,expireTime,0x06,0,0,0,0
10329,clientGrid,0,x,0x05,0,0,0,0
10329,clientGrid,1,y,0x05,0,0,0,0
10330,speItem,0,param_1,0x05,0,0,0,0
10330,speItem,1,param_2,0x05,0,0,0,0
10330,speItem,2,param_3,0x04,0,0,0,0
10330,speItem,3,param_4,0x04,0,0,0,0
10331,flfData,0,sf_id,0x04,0,0,0,0
10331,flfData,1,un_build_id,0x06,0,0,0,0
10331,flfData,2,begin_time,0x06,0,0,0,0
10331,flfData,3,rec_cnt,0x04,0,0,0,0
10331,flfData,4,all_cnt,0x04,0,0,0,0
10331,flfData,5,yufu_id,0x04,0,0,0,0
10331,flfData,6,item_id,0x05,0,0,0,0
10331,flfData,7,stop_time,0x06,0,0,0,0
10331,flfData,8,is_stop,0x02,0,0,0,0
10332,effectDataStructSfRandItem,0,effecttype,0x02,0,0,0,0
10332,effectDataStructSfRandItem,1,sf_id,0x04,0,0,0,0
10332,effectDataStructSfRandItem,2,itemLen,0x02,0,1,0,0
10332,effectDataStructSfRandItem,3,rand_item_guids,0x0c,6,0,0,0
10332,effectDataStructSfRandItem,4,auto_clear,0x02,0,0,0,0
10332,effectDataStructSfRandItem,5,monFlag,0x01,0,0,0,0
10333,wdltTiMu,0,id,0x05,0,0,0,0
10333,wdltTiMu,1,tmIndex,0x02,0,0,0,0
10333,wdltTiMu,2,startTime,0x06,0,0,0,0
10333,wdltTiMu,3,answer,0x01,0,0,0,0
10333,wdltTiMu,4,result,0x01,0,0,0,0
10333,wdltTiMu,5,pcChoice1,0x01,0,0,0,0
10333,wdltTiMu,6,pcChoice2,0x01,0,0,0,0
10334,wdltItem,0,ltGuid,0x07,0,0,0,0
10334,wdltItem,1,ltId,0x05,0,0,0,0
10334,wdltItem,2,rightNum,0x01,0,0,0,0
10334,wdltItem,3,dzGuid,0x07,0,0,0,0
10334,wdltItem,4,dzSmartVal,0x04,0,0,0,0
10334,wdltItem,5,len,0x02,0,1,0,0
10334,wdltItem,6,curTiMu,0x0c,0,0,10333,0
10335,commUShortInt,0,param_1,0x04,0,0,0,0
10335,commUShortInt,1,param_2,0x05,0,0,0,0
10336,commUIntUShortString,0,param_1,0x06,0,0,0,0
10336,commUIntUShortString,1,param_2,0x04,0,0,0,0
10336,commUIntUShortString,2,param_3,0x0a,0,0,0,0
10337,commInt64Short,0,param_1,0x07,0,0,0,0
10337,commInt64Short,1,param_2,0x03,0,0,0,0
10338,guanqiaInvest2,0,recharge_id,0x04,0,0,0,0
10338,guanqiaInvest2,1,len,0x02,0,1,0,0
10338,guanqiaInvest2,2,guanqiaIds,0x0c,0,0,0,0
10339,clientFight19,0,fighttype,0x02,0,0,0,0
10339,clientFight19,1,guanqia_id,0x04,0,0,0,0
10339,clientFight19,2,hstype,0x02,0,0,0,0
10339,clientFight19,3,is_assistant,0x02,0,0,0,0
10340,serverFight19,0,fighttype,0x02,0,0,0,0
10340,serverFight19,1,guanqia_id,0x04,0,0,0,0
10340,serverFight19,2,hstype,0x02,0,0,0,0
10340,serverFight19,3,pass_result,0x02,0,0,0,0
10340,serverFight19,4,pass_bits,0x04,0,0,0,0
10341,zmdbRankItem,0,rank_id,0x04,0,0,0,0
10341,zmdbRankItem,1,actor_id,0x07,0,0,0,0
10341,zmdbRankItem,2,server_id,0x05,0,0,0,0
10341,zmdbRankItem,3,zm_name,0x0a,0,0,0,0
10341,zmdbRankItem,4,score,0x04,0,0,0,0
10341,zmdbRankItem,5,discipledata,0x06,0,0,0,0
10341,zmdbRankItem,6,discipleimage,0x07,0,0,0,0
10342,zmdbRecordItem,0,guid,0x05,0,0,0,0
10342,zmdbRecordItem,1,zm_name,0x0a,0,0,0,0
10342,zmdbRecordItem,2,add_num,0x04,0,0,0,0
10343,zmdbRankData,0,rank_id,0x04,0,0,0,0
10343,zmdbRankData,1,actor_id,0x07,0,0,0,0
10343,zmdbRankData,2,iconInfo,0x0b,0,0,10382,0
10343,zmdbRankData,3,server_id,0x05,0,0,0,0
10343,zmdbRankData,4,actor_name,0x0a,0,0,0,0
10343,zmdbRankData,5,zm_name,0x0a,0,0,0,0
10343,zmdbRankData,6,score,0x04,0,0,0,0
10344,clientFight20,0,fighttype,0x02,0,0,0,0
10344,clientFight20,1,act_id,0x04,0,0,0,0
10344,clientFight20,2,act_type,0x04,0,0,0,0
10344,clientFight20,3,act2_id,0x04,0,0,0,0
10344,clientFight20,4,select_idx,0x02,0,0,0,0
10345,serverFight20,0,fighttype,0x02,0,0,0,0
10345,serverFight20,1,act_id,0x04,0,0,0,0
10345,serverFight20,2,act2_id,0x04,0,0,0,0
10345,serverFight20,3,select_idx,0x02,0,0,0,0
10345,serverFight20,4,new_rank_idx,0x04,0,0,0,0
10345,serverFight20,5,pk_score,0x06,0,0,0,0
10345,serverFight20,6,fight_result,0x02,0,0,0,0
10345,serverFight20,7,log_len,0x02,0,1,0,0
10345,serverFight20,8,logList,0x0c,10,0,0,0
10346,zmdbMatchItem,0,idx,0x02,0,0,0,0
10346,zmdbMatchItem,1,server_id,0x05,0,0,0,0
10346,zmdbMatchItem,2,actor_id,0x07,0,0,0,0
10346,zmdbMatchItem,3,iconInfo,0x0b,0,0,10382,0
10346,zmdbMatchItem,4,sect_name,0x0a,0,0,0,0
10346,zmdbMatchItem,5,fight_value,0x07,0,0,0,0
10346,zmdbMatchItem,6,pk_score,0x06,0,0,0,0
10346,zmdbMatchItem,7,fight_result,0x02,0,0,0,0
10346,zmdbMatchItem,8,log_len,0x02,0,1,0,0
10346,zmdbMatchItem,9,logList,0x0c,10,0,0,0
10347,bigShengChanRankItem2,0,actorId,0x07,0,0,0,0
10347,bigShengChanRankItem2,1,name,0x0a,0,0,0,0
10347,bigShengChanRankItem2,2,sex,0x01,0,0,0,0
10347,bigShengChanRankItem2,3,zmName,0x0a,0,0,0,0
10347,bigShengChanRankItem2,4,zmLevel,0x05,0,0,0,0
10347,bigShengChanRankItem2,5,iconInfo,0x0b,0,0,10382,0
10347,bigShengChanRankItem2,6,rank,0x04,0,0,0,0
10347,bigShengChanRankItem2,7,scNum,0x07,0,0,0,0
10349,arrangeDisciple,0,flag,0x02,0,0,0,-255
10349,arrangeDisciple,1,discipleguid,0x07,0,0,0,1
10349,arrangeDisciple,2,fightvalue,0x07,0,0,0,0
10349,arrangeDisciple,3,discipledata,0x06,0,0,0,0
10349,arrangeDisciple,4,discipleimage,0x07,0,0,0,0
10349,arrangeDisciple,5,discipleweapon,0x06,0,0,0,0
10349,arrangeDisciple,6,fabaolistlen,0x02,0,1,0,0
10349,arrangeDisciple,7,fabaoList,0x0c,0,0,10002,0
10349,arrangeDisciple,8,mountlistlen,0x02,0,1,0,0
10349,arrangeDisciple,9,mountList,0x0c,0,0,10002,0
10349,arrangeDisciple,10,dresslistlen,0x02,0,1,0,0
10349,arrangeDisciple,11,dressList,0x0c,0,0,10002,0
10349,arrangeDisciple,12,tmlv,0x01,0,0,0,0
10349,arrangeDisciple,13,id,0x04,0,0,0,0
10349,arrangeDisciple,14,xianmo_voc,0x02,0,0,0,0
10349,arrangeDisciple,15,hidexianmodress,0x02,0,0,0,0
10350,detailDisciple,0,flag,0x02,0,0,0,-255
10350,detailDisciple,1,discipleguid,0x07,0,0,0,1
10350,detailDisciple,2,fightvalue,0x07,0,0,0,0
10350,detailDisciple,3,disciplename,0x0a,0,0,0,0
10350,detailDisciple,4,discipledata,0x06,0,0,0,0
10350,detailDisciple,5,discipleimage,0x07,0,0,0,0
10350,detailDisciple,6,pos,0x02,0,0,0,0
10350,detailDisciple,7,jingjielv,0x02,0,0,0,0
10350,detailDisciple,8,liantilv,0x02,0,0,0,0
10350,detailDisciple,9,fightequiplistlen,0x02,0,1,0,0
10350,detailDisciple,10,fightEquipList,0x0c,0,0,10002,0
10350,detailDisciple,11,livingequiplistlen,0x02,0,1,0,0
10350,detailDisciple,12,livingEquipList,0x0c,0,0,10007,0
10350,detailDisciple,13,attrList,0x0c,4,6,0,0
10350,detailDisciple,14,specialitylistlen,0x02,0,1,0,0
10350,detailDisciple,15,specialityList,0x0c,0,0,10059,0
10350,detailDisciple,16,proskilllistlen,0x02,0,1,0,0
10350,detailDisciple,17,proskillList,0x0c,0,0,10014,0
10350,detailDisciple,18,gongfalistlen,0x02,0,1,0,0
10350,detailDisciple,19,gongfaList,0x0c,0,0,10170,0
10350,detailDisciple,20,gongfaidList,0x0c,4,2,0,0
10350,detailDisciple,21,fabaolistlen,0x02,0,1,0,0
10350,detailDisciple,22,fabaoList,0x0c,0,0,10002,0
10350,detailDisciple,23,daobinglistlen,0x02,0,1,0,0
10350,detailDisciple,24,daobingList,0x0c,0,0,10002,0
10350,detailDisciple,25,mountlistlen,0x02,0,1,0,0
10350,detailDisciple,26,mountList,0x0c,0,0,10002,0
10350,detailDisciple,27,dresslistlen,0x02,0,1,0,0
10350,detailDisciple,28,dressList,0x0c,0,0,10002,0
10350,detailDisciple,29,vocequiplistlen,0x02,0,1,0,0
10350,detailDisciple,30,vocequipList,0x0c,0,0,10002,0
10350,detailDisciple,31,lingshou_guid,0x07,0,0,0,0
10350,detailDisciple,32,vocsgidx,0x02,0,0,0,0
10350,detailDisciple,33,tmlv,0x01,0,0,0,0
10350,detailDisciple,34,tmlistlen,0x02,0,1,0,0
10350,detailDisciple,35,tmList,0x0c,4,0,0,0
10350,detailDisciple,36,tmcflistlen,0x02,0,1,0,0
10350,detailDisciple,37,tmcfList,0x0c,4,0,0,0
10350,detailDisciple,38,id,0x04,0,0,0,0
10350,detailDisciple,39,dzAttrListLen,0x02,0,1,0,0
10350,detailDisciple,40,dzAttrList,0x0c,0,0,10793,0
10350,detailDisciple,41,lingshouListLen,0x02,0,1,0,0
10350,detailDisciple,42,lingshouList,0x0c,0,0,10166,0
10350,detailDisciple,43,tdsskilllistlen,0x02,0,1,0,0
10350,detailDisciple,44,tdsskillList,0x0c,0,0,10014,0
10350,detailDisciple,45,varysrid,0x02,0,0,0,0
10350,detailDisciple,46,hoardlistlen,0x02,0,1,0,0
10350,detailDisciple,47,hoardList,0x0c,0,0,10562,0
10350,detailDisciple,48,xianmo_voc,0x02,0,0,0,0
10350,detailDisciple,49,hidexianmodress,0x02,0,0,0,0
10350,detailDisciple,50,disguise,0x04,0,0,0,0
10350,detailDisciple,51,daoyan_unlock,0x02,0,0,0,0
10350,detailDisciple,52,daoyan_lv,0x02,0,0,0,0
10351,clientTeam,0,teamtype,0x02,0,0,0,-255
10351,clientTeam,1,_switch_flag,0x02,0,0,0,100
10352,serverTeam,0,teamtype,0x02,0,0,0,-255
10352,serverTeam,1,_switch_flag,0x02,0,0,0,100
10354,serverTeam1,0,teamtype,0x02,0,0,0,0
10354,serverTeam1,1,name,0x0a,0,0,0,0
10354,serverTeam1,2,sex,0x01,0,0,0,0
10354,serverTeam1,3,iconInfo,0x0b,0,0,10382,0
10354,serverTeam1,4,zmLevel,0x05,0,0,0,0
10354,serverTeam1,5,zmName,0x0a,0,0,0,0
10354,serverTeam1,6,zmFight,0x07,0,0,0,0
10354,serverTeam1,7,dftRank,0x05,0,0,0,0
10354,serverTeam1,8,sltLayer,0x05,0,0,0,0
10354,serverTeam1,9,guildName,0x0a,0,0,0,0
10354,serverTeam1,10,dzListLen,0x02,0,1,0,0
10354,serverTeam1,11,dzList,0x0c,0,0,10162,0
10354,serverTeam1,12,zmFight2,0x07,0,0,0,0
10356,serverTeam2,0,teamtype,0x02,0,0,0,0
10356,serverTeam2,1,disciplelistlen,0x02,0,1,0,0
10356,serverTeam2,2,discipleList,0x0c,0,0,10350,0
10358,serverTeam3,0,teamtype,0x02,0,0,0,0
10358,serverTeam3,1,sentence,0x0a,0,0,0,0
10358,serverTeam3,2,disciplelistlen,0x02,0,1,0,0
10358,serverTeam3,3,discipleList,0x0c,0,0,10349,0
10360,serverTeam4,0,teamtype,0x02,0,0,0,0
10360,serverTeam4,1,sentence,0x0a,0,0,0,0
10360,serverTeam4,2,disciplelistlen,0x02,0,1,0,0
10360,serverTeam4,3,discipleList,0x0c,0,0,10350,0
10362,serverTeam5,0,teamtype,0x02,0,0,0,0
10362,serverTeam5,1,disciplelistlen,0x02,0,1,0,0
10362,serverTeam5,2,discipleList,0x0c,0,0,10350,0
10363,clientTeam6,0,teamtype,0x02,0,0,0,0
10363,clientTeam6,1,actid,0x04,0,0,0,0
10363,clientTeam6,2,acttype,0x04,0,0,0,0
10363,clientTeam6,3,act2id,0x04,0,0,0,0
10364,serverTeam6,0,teamtype,0x02,0,0,0,0
10364,serverTeam6,1,actid,0x04,0,0,0,0
10364,serverTeam6,2,acttype,0x04,0,0,0,0
10364,serverTeam6,3,act2id,0x04,0,0,0,0
10364,serverTeam6,4,disciplelistlen,0x02,0,1,0,0
10364,serverTeam6,5,discipleList,0x0c,0,0,10349,0
10365,clientTeam7,0,teamtype,0x02,0,0,0,0
10365,clientTeam7,1,act_id,0x04,0,0,0,0
10365,clientTeam7,2,act_type,0x04,0,0,0,0
10365,clientTeam7,3,act2_id,0x04,0,0,0,0
10366,serverTeam7,0,teamtype,0x02,0,0,0,0
10366,serverTeam7,1,act_id,0x04,0,0,0,0
10366,serverTeam7,2,act_type,0x04,0,0,0,0
10366,serverTeam7,3,act2_id,0x04,0,0,0,0
10366,serverTeam7,4,disciplelistlen,0x02,0,1,0,0
10366,serverTeam7,5,discipleList,0x0c,0,0,10350,0
10367,lundaodahuiGuessItem,0,serverId1,0x05,0,0,0,0
10367,lundaodahuiGuessItem,1,playerName1,0x0a,0,0,0,0
10367,lundaodahuiGuessItem,2,serverId2,0x05,0,0,0,0
10367,lundaodahuiGuessItem,3,playerName2,0x0a,0,0,0,0
10367,lundaodahuiGuessItem,4,winner,0x01,0,0,0,0
10367,lundaodahuiGuessItem,5,xzReslt,0x05,0,0,0,0
10369,clientTeam8,0,teamtype,0x02,0,0,0,0
10369,clientTeam8,1,guidlistlen,0x02,0,1,0,0
10369,clientTeam8,2,guidList,0x0c,7,0,0,0
10370,serverTeam8,0,teamtype,0x02,0,0,0,0
10370,serverTeam8,1,disciplelistlen,0x02,0,1,0,0
10370,serverTeam8,2,discipleList,0x0c,0,0,10350,0
10371,clientTeam9,0,teamtype,0x02,0,0,0,0
10371,clientTeam9,1,act_id,0x04,0,0,0,0
10371,clientTeam9,2,act_type,0x04,0,0,0,0
10371,clientTeam9,3,act2_id,0x04,0,0,0,0
10371,clientTeam9,4,floor,0x02,0,0,0,0
10371,clientTeam9,5,idx,0x02,0,0,0,0
10372,serverTeam9,0,teamtype,0x02,0,0,0,0
10372,serverTeam9,1,act_id,0x04,0,0,0,0
10372,serverTeam9,2,act_type,0x04,0,0,0,0
10372,serverTeam9,3,act2_id,0x04,0,0,0,0
10372,serverTeam9,4,floor,0x02,0,0,0,0
10372,serverTeam9,5,idx,0x02,0,0,0,0
10372,serverTeam9,6,disciplelistlen,0x02,0,1,0,0
10372,serverTeam9,7,discipleList,0x0c,0,0,10350,0
10373,jcylPassInfo,0,iconInfo,0x0b,0,0,10382,0
10373,jcylPassInfo,1,sectname,0x0a,0,0,0,0
10373,jcylPassInfo,2,actorname,0x0a,0,0,0,0
10373,jcylPassInfo,3,fightlogid,0x0a,0,0,0,0
10373,jcylPassInfo,4,citiaolistlen,0x02,0,1,0,0
10373,jcylPassInfo,5,citiaoList,0x0c,2,0,0,0
10374,jcylLimitInfo,0,param_1,0x02,0,0,0,0
10374,jcylLimitInfo,1,iconInfo,0x0b,0,0,10382,0
10374,jcylLimitInfo,2,param_3,0x0a,0,0,0,0
10375,tdsFruitInfo,0,fruitid,0x02,0,0,0,0
10375,tdsFruitInfo,1,cnt,0x01,0,0,0,0
10375,tdsFruitInfo,2,sec,0x06,0,0,0,0
10376,tdsStageInfo,0,stageid,0x02,0,0,0,0
10376,tdsStageInfo,1,fruitlistlen,0x02,0,1,0,0
10376,tdsStageInfo,2,fruitList,0x0c,0,0,10375,0
10377,tdsVocInfo,0,voc,0x04,0,0,0,0
10377,tdsVocInfo,1,stagelistlen,0x02,0,1,0,0
10377,tdsVocInfo,2,stageList,0x0c,0,0,10376,0
10378,commUCharUCharUChar,0,param_1,0x02,0,0,0,0
10378,commUCharUCharUChar,1,param_2,0x02,0,0,0,0
10378,commUCharUCharUChar,2,param_3,0x02,0,0,0,0
10379,zmdbTaskItem,0,task_id,0x04,0,0,0,0
10379,zmdbTaskItem,1,task_state,0x02,0,0,0,0
10379,zmdbTaskItem,2,task_progress,0x04,0,0,0,0
10380,fightlogInfo,0,fightlog_Id,0x0a,0,0,0,0
10380,fightlogInfo,1,len,0x02,0,1,0,0
10380,fightlogInfo,2,list,0x0c,10,0,0,0
10381,commUIntUIntUShort,0,param_1,0x06,0,0,0,0
10381,commUIntUIntUShort,1,param_2,0x06,0,0,0,0
10381,commUIntUIntUShort,2,param_3,0x04,0,0,0,0
10382,iconStruct,0,actoricon,0x06,0,0,0,0
10382,iconStruct,1,pilistlen,0x02,0,1,0,0
10382,iconStruct,2,piList,0x0c,2,0,0,0
10382,iconStruct,3,blueinfo,0x06,0,0,0,0
10383,itemDataStructDaoBing,0,itemtype,0x02,0,0,0,0
10383,itemDataStructDaoBing,1,jinglianlv,0x02,0,0,0,0
10383,itemDataStructDaoBing,2,star,0x02,0,0,0,0
10383,itemDataStructDaoBing,3,num,0x02,0,0,0,0
10384,travelingData,0,discipleguid,0x07,0,0,0,0
10384,travelingData,1,moneysec,0x06,0,0,0,0
10384,travelingData,2,itemsec,0x06,0,0,0,0
10384,travelingData,3,dyingsec,0x06,0,0,0,0
10385,secretSceneBomb,0,x,0x04,0,0,0,0
10385,secretSceneBomb,1,y,0x04,0,0,0,0
10385,secretSceneBomb,2,etGuid,0x04,0,0,0,0
10385,secretSceneBomb,3,bombPlayer,0x01,0,0,0,0
10385,secretSceneBomb,4,len,0x02,0,1,0,0
10385,secretSceneBomb,5,etList,0x0c,0,0,10200,0
10386,commUCharUShortUChar,0,param_1,0x02,0,0,0,0
10386,commUCharUShortUChar,1,param_2,0x04,0,0,0,0
10386,commUCharUShortUChar,2,param_3,0x02,0,0,0,0
10387,commIntIntUCharUChar,0,param_1,0x05,0,0,0,0
10387,commIntIntUCharUChar,1,param_2,0x05,0,0,0,0
10387,commIntIntUCharUChar,2,param_3,0x02,0,0,0,0
10387,commIntIntUCharUChar,3,param_4,0x02,0,0,0,0
10388,tanbaogeShouTongItem,0,layer,0x06,0,0,0,0
10388,tanbaogeShouTongItem,1,rwFlag,0x01,0,0,0,0
10388,tanbaogeShouTongItem,2,iconInfo,0x0b,0,0,10382,0
10388,tanbaogeShouTongItem,3,name,0x0a,0,0,0,0
10388,tanbaogeShouTongItem,4,zmName,0x0a,0,0,0,0
10388,tanbaogeShouTongItem,5,serverId,0x06,0,0,0,0
10388,tanbaogeShouTongItem,6,playerId,0x07,0,0,0,0
10389,lundaodahuiGuessMsg,0,jcTime,0x06,0,0,0,0
10389,lundaodahuiGuessMsg,1,name1,0x0a,0,0,0,0
10389,lundaodahuiGuessMsg,2,name2,0x0a,0,0,0,0
10389,lundaodahuiGuessMsg,3,stepId,0x02,0,0,0,0
10390,backMountainInfo,0,back_mountain_id,0x04,0,0,0,0
10390,backMountainInfo,1,begin_time,0x06,0,0,0,0
10390,backMountainInfo,2,open_times,0x04,0,0,0,0
10390,backMountainInfo,3,times,0x02,0,0,0,0
10390,backMountainInfo,4,len,0x02,0,1,0,0
10390,backMountainInfo,5,list,0x0c,0,0,10721,0
10391,effectDataStructBackArea,0,effecttype,0x02,0,0,0,0
10391,effectDataStructBackArea,1,back_mountain_id,0x04,0,0,0,0
10391,effectDataStructBackArea,2,begin_time,0x06,0,0,0,0
10391,effectDataStructBackArea,3,result,0x04,0,0,0,0
10391,effectDataStructBackArea,4,discipleguid,0x07,0,0,0,0
10391,effectDataStructBackArea,5,times,0x02,0,0,0,0
10392,eventTypeData,0,type1,0x02,0,0,0,-255
10392,eventTypeData,1,_switch_flag,0x02,0,0,0,100
10393,eventTypeData_1,0,type1,0x02,0,0,0,0
10393,eventTypeData_1,1,type2,0x02,0,0,0,-255
10393,eventTypeData_1,2,_switch_flag,0x02,0,0,0,100
10394,,0,type1,0x02,0,0,0,0
10394,,1,type2,0x02,0,0,0,0
10394,,2,lasttm,0x06,0,0,0,0
10395,,0,type1,0x02,0,0,0,0
10395,,1,type2,0x02,0,0,0,0
10395,,2,len,0x02,0,1,0,0
10395,,3,travelLst,0x0c,0,0,10019,0
10396,,0,type1,0x02,0,0,0,0
10396,,1,type2,0x02,0,0,0,0
10396,,2,lasttmList,0x0c,6,4,0,0
10397,,0,type1,0x02,0,0,0,0
10397,,1,type2,0x02,0,0,0,0
10397,,2,len,0x02,0,1,0,0
10397,,3,list,0x0c,0,0,10092,0
10398,,0,type1,0x02,0,0,0,0
10398,,1,type2,0x02,0,0,0,0
10398,,2,lasttm,0x06,0,0,0,0
10399,eventTypeData_2,0,type1,0x02,0,0,0,0
10399,eventTypeData_2,1,type2,0x02,0,0,0,-255
10399,eventTypeData_2,2,_switch_flag,0x02,0,0,0,100
10400,eventTypeData_2_X,0,type1,0x02,0,0,0,0
10400,eventTypeData_2_X,1,type2,0x02,0,0,0,0
10400,eventTypeData_2_X,2,times,0x02,0,0,0,0
10400,eventTypeData_2_X,3,lasttm,0x06,0,0,0,0
10401,fazeTuJian,0,tjId,0x04,0,0,0,0
10401,fazeTuJian,1,jhReward,0x01,0,0,0,0
10403,xfwdThreeInfo,0,rank,0x02,0,0,0,0
10403,xfwdThreeInfo,1,actorid,0x07,0,0,0,0
10403,xfwdThreeInfo,2,iconInfo,0x0b,0,0,10382,0
10403,xfwdThreeInfo,3,serverid,0x05,0,0,0,0
10403,xfwdThreeInfo,4,actorname,0x0a,0,0,0,0
10403,xfwdThreeInfo,5,score,0x06,0,0,0,0
10403,xfwdThreeInfo,6,discipledata,0x06,0,0,0,0
10403,xfwdThreeInfo,7,discipleimage,0x07,0,0,0,0
10404,xfwdRankInfo,0,rank,0x04,0,0,0,0
10404,xfwdRankInfo,1,iconInfo,0x0b,0,0,10382,0
10404,xfwdRankInfo,2,extra,0x02,0,0,0,-255
10404,xfwdRankInfo,3,serverid,0x05,0,0,0,1
10404,xfwdRankInfo,4,actorid,0x07,0,0,0,0
10404,xfwdRankInfo,5,actorname,0x0a,0,0,0,0
10404,xfwdRankInfo,6,score,0x06,0,0,0,0
10405,xfwdRecordInfo,0,recordid,0x04,0,0,0,0
10405,xfwdRecordInfo,1,recordtype,0x02,0,0,0,0
10405,xfwdRecordInfo,2,sec,0x06,0,0,0,0
10405,xfwdRecordInfo,3,actorid,0x07,0,0,0,0
10405,xfwdRecordInfo,4,iconInfo,0x0b,0,0,10382,0
10405,xfwdRecordInfo,5,serverid,0x05,0,0,0,0
10405,xfwdRecordInfo,6,actorname,0x0a,0,0,0,0
10405,xfwdRecordInfo,7,score,0x05,0,0,0,0
10405,xfwdRecordInfo,8,back,0x02,0,0,0,0
10405,xfwdRecordInfo,9,len,0x02,0,1,0,0
10405,xfwdRecordInfo,10,list,0x0c,10,0,0,0
10406,xfwdMatchInfo,0,actorid,0x07,0,0,0,0
10406,xfwdMatchInfo,1,iconInfo,0x0b,0,0,10382,0
10406,xfwdMatchInfo,2,serverid,0x05,0,0,0,0
10406,xfwdMatchInfo,3,actorname,0x0a,0,0,0,0
10406,xfwdMatchInfo,4,fightvalue,0x07,0,0,0,0
10406,xfwdMatchInfo,5,score,0x06,0,0,0,0
10406,xfwdMatchInfo,6,discipledata,0x06,0,0,0,0
10406,xfwdMatchInfo,7,discipleimage,0x07,0,0,0,0
10409,clientFight21,0,fighttype,0x02,0,0,0,0
10409,clientFight21,1,target,0x03,0,0,0,0
10409,clientFight21,2,usemoney,0x02,0,0,0,0
10410,serverFight21,0,fighttype,0x02,0,0,0,0
10410,serverFight21,1,target,0x03,0,0,0,0
10410,serverFight21,2,rank,0x04,0,0,0,0
10410,serverFight21,3,score,0x06,0,0,0,0
10410,serverFight21,4,moneynum,0x06,0,0,0,0
10410,serverFight21,5,result,0x02,0,0,0,0
10411,xfwdTopInfo,0,discipledata,0x06,0,0,0,0
10411,xfwdTopInfo,1,discipleimage,0x07,0,0,0,0
10411,xfwdTopInfo,2,iconInfo,0x0b,0,0,10382,0
10411,xfwdTopInfo,3,serverid,0x05,0,0,0,0
10411,xfwdTopInfo,4,actorid,0x07,0,0,0,0
10411,xfwdTopInfo,5,actorname,0x0a,0,0,0,0
10411,xfwdTopInfo,6,times,0x06,0,0,0,0
10412,xfwdSessionInfo,0,rank,0x02,0,0,0,0
10412,xfwdSessionInfo,1,serverid,0x05,0,0,0,0
10412,xfwdSessionInfo,2,actorname,0x0a,0,0,0,0
10413,xfwdHisInfo,0,session,0x02,0,0,0,0
10413,xfwdHisInfo,1,len,0x02,0,1,0,0
10413,xfwdHisInfo,2,list,0x0c,0,0,10412,0
10414,itemDataStructFaBaoYuanPei,0,itemtype,0x02,0,0,0,0
10414,itemDataStructFaBaoYuanPei,1,len,0x02,0,1,0,0
10414,itemDataStructFaBaoYuanPei,2,fbtypeList,0x0c,2,0,0,0
10416,serverTeam12,0,teamtype,0x02,0,0,0,0
10416,serverTeam12,1,disciplelistlen,0x02,0,1,0,0
